Country,Year,Methane_Co2_Equivalent_in_Kt,MethaneDeviation,GDP,Country Code,IncomeGroup,Region,lat,lon,TotalEmissions,
Hungary,2005,7899.94,-4.52,22029,HUN,High income,Europe & Central Asia,47.50623,19.06483,411305,-0.05
Indonesia,2005,307454,22.77,6892,IDN,Lower middle income,East Asia & Pacific,-6.17149,106.82753,10519804,0.23
India,2005,584676,1.2,3262,IND,Lower middle income,South Asia,18,77.21725,22110672,0.01
Ireland,2005,14959.6,-2.45,47775,IRL,High income,Europe & Central Asia,53.1437,-7.7786,574419,-0.02
Iran,2005,100291,3.1,14452,IRN,Upper middle income,Middle East & North Africa,35.68878,51.41503,3015914,0.03
Iraq,2005,20658,-2.93,10489,IRQ,Upper middle income,Middle East & North Africa,33.34209,44.39309,888427,-0.03
Iceland,2005,335.815,0.93,39108,ISL,High income,Europe & Central Asia,64.8226,-18.487,14771,0.01
Israel,2005,3452.45,3.77,25891,ISR,High income,Middle East & North Africa,31.70425,35.2063,96404,0.04
Italy,2005,40144.7,-2.23,37130,ITA,High income,Europe & Central Asia,41.90305,12.49581,1849961,-0.02
Jamaica,2005,1303.35,-1.18,8803,JAM,Upper middle income,Latin America & Caribbean,18.1938,-77.4411,49088,-0.01
Jordan,2005,1831.84,7.7,9293,JOR,Upper middle income,Middle East & North Africa,31.95181,35.94042,46314,0.08
Japan,2005,42255.5,-1.65,33916,JPN,High income,East Asia & Pacific,36.1419,138.3339,2751790,-0.02
Kazakhstan,2005,54343.5,4.47,15619,KAZ,Upper middle income,Europe & Central Asia,51.12892,71.41369,2593672,0.04
Kenya,2005,25614.8,0.12,2240,KEN,Lower middle income,Sub-Saharan Africa,-1.28352,36.8238,852195,0
Cambodia,2005,20476.5,4.9,1957,KHM,Lower middle income,East Asia & Pacific,11.55227,104.87691,738203,0.05
Kiribati,2005,14.2037,1.7,1792,KIR,Lower middle income,East Asia & Pacific,-0.85424,169.5309,452,0.02
South Korea,2005,31986.6,1.25,25541,KOR,High income,East Asia & Pacific,39.01196,125.78686,1309908,0.01
Kuwait,2005,12945.7,9.09,92665,KWT,High income,Middle East & North Africa,29.37322,47.97143,471490,0.09
Lebanon,2005,1022.76,4.81,12258,LBN,Upper middle income,Middle East & North Africa,34.1736,36.0225,33648,0.05
Liberia,2005,1317.34,-0.82,470,LBR,Low income,Sub-Saharan Africa,6.3521,-9.3257,40604,-0.01
Libya,2005,16454.6,11.74,26967,LBY,Upper middle income,Middle East & North Africa,27.0041,17.7308,687184,0.12
Sri Lanka,2005,10292,12.93,5843,LKA,Lower middle income,South Asia,6.81157,80.6104,471616,0.13
Lesotho,2005,1215.92,11.54,1810,LSO,Lower middle income,Sub-Saharan Africa,-29.31618,27.49303,49846,0.12
Lithuania,2005,5042.95,-0.21,18256,LTU,High income,Europe & Central Asia,54.69063,25.26984,239158,0
Luxembourg,2005,1053.29,5.99,88944,LUX,High income,Europe & Central Asia,49.6096,6.12969,42809,0.06
Latvia,2005,3104.89,-0.46,17192,LVA,High income,Europe & Central Asia,56.94599,24.11487,161763,0
Morocco,2005,10601.4,2.27,5363,MAR,Lower middle income,Middle East & North Africa,32.5289,-6.0403,396546,0.02
Moldova,2005,3538.93,0.11,3318,MDA,Lower middle income,Europe & Central Asia,47.02462,28.83244,134918,0
Madagascar,2005,19215,18.03,1393,MDG,Low income,Sub-Saharan Africa,-18.90428,47.52354,707189,0.18
Maldives,2005,41.6547,3.94,8619,MDV,Upper middle income,South Asia,4.17525,73.50928,1219,0.04
Mexico,2005,113875,3.34,14961,MEX,Upper middle income,Latin America & Caribbean,19.43196,-99.13313,4101730,0.03
Marshall Islands,2005,6.65903,2.15,3272,MHL,Upper middle income,East Asia & Pacific,7.0862,171.84685,211,0.02
Mali,2005,13685.5,1.46,1483,MLI,Low income,Sub-Saharan Africa,12.65032,-8.00004,457743,0.01
Malta,2005,244.332,0.61,25510,MLT,High income,Middle East & North Africa,35.89353,14.51179,7623,0.01
Mongolia,2005,6291.43,4.46,6047,MNG,Lower middle income,East Asia & Pacific,47.9221,106.91772,324010,0.04
Mozambique,2005,13749.5,16.65,774,MOZ,Low income,Sub-Saharan Africa,-25.97446,32.57323,425605,0.17
Mauritania,2005,5367.73,1.57,2955,MRT,Lower middle income,Sub-Saharan Africa,18.09194,-15.97248,167771,0.02
Mauritius,2005,273.247,0.68,12747,MUS,Upper middle income,Sub-Saharan Africa,-20.16389,57.4985,9466,0.01
Malawi,2005,4116.02,3.65,609,MWI,Low income,Sub-Saharan Africa,-13.91437,33.78427,154375,0.04
Malaysia,2005,36582.9,5.07,17929,MYS,Upper middle income,East Asia & Pacific,3.14777,101.69403,1055241,0.05
Namibia,2005,5251.26,3.96,7279,NAM,Upper middle income,Sub-Saharan Africa,-22.57159,17.09075,164149,0.04
Niger,2005,5979.32,12.57,788,NER,Low income,Sub-Saharan Africa,13.51633,2.11627,224284,0.13
Nigeria,2005,84367.4,-0.68,4130,NGA,Lower middle income,Sub-Saharan Africa,9.0631,7.46179,2945375,-0.01
Nicaragua,2005,6044.09,4.65,3740,NIC,Lower middle income,Latin America & Caribbean,12.11721,-86.24079,210009,0.05
Netherlands,2005,21419.7,-3.82,43243,NLD,High income,Europe & Central Asia,52.3731,4.89329,1102817,-0.04
Norway,2005,17287,-5.18,63573,NOR,High income,Europe & Central Asia,59.9123,10.75,577329,-0.05
Nepal,2005,22316.9,1.54,1708,NPL,Low income,South Asia,27.69335,85.32233,878500,0.02
New Zealand,2005,27516.3,-0.51,31798,NZL,High income,East Asia & Pacific,-41.28948,174.77696,1152237,-0.01
Oman,2005,14555.1,3.88,41270,OMN,High income,Middle East & North Africa,22.0906,57.0988,411797,0.04
Pakistan,2005,138674,3.28,3910,PAK,Lower middle income,South Asia,33.70768,73.07048,4247209,0.03
Panama,2005,3224.99,0.56,11156,PAN,High income,Latin America & Caribbean,8.4118,-81.1375,123546,0.01
Peru,2005,16676.3,6.27,7499,PER,Upper middle income,Latin America & Caribbean,-7.4554,-76.4849,634521,0.06
Philippines,2005,53173.1,1.98,4804,PHL,Lower middle income,East Asia & Pacific,17.0167,121.1449,2006627,0.02
Papua New Guinea,2005,1913.68,-9.17,1822,PNG,Lower middle income,East Asia & Pacific,-6.65409,144.3563,112203,-0.09
Poland,2005,70600.3,0.95,16900,POL,High income,Europe & Central Asia,52.22875,21.00625,4187582,0.01
North Korea,2005,19300.6,5.29,1464,PRK,Low income,East Asia & Pacific,39.9949,126.4826,814278,0.05
Portugal,2005,13646.3,9.35,26744,PRT,High income,Europe & Central Asia,40.6867,-7.8904,429349,0.09
Paraguay,2005,15798.5,3.77,6007,PRY,Upper middle income,Latin America & Caribbean,-25.29738,-57.62775,601516,0.04
Qatar,2005,18799.8,4.28,119134,QAT,High income,Middle East & North Africa,25.1724,51.1925,480764,0.04
Romania,2005,25976.9,-0.62,13941,ROU,Upper middle income,Europe & Central Asia,44.4343,26.10296,1412814,-0.01
Russia,2005,494483,1.57,18118,RUS,Upper middle income,Europe & Central Asia,55.75697,50,21065036,0.02
Rwanda,2005,2520.2,-3.74,973,RWA,Low income,Sub-Saharan Africa,-1.94509,30.06404,79026,-0.04
Saudi Arabia,2005,53574.1,5.86,38892,SAU,High income,Middle East & North Africa,24.6473,46.71468,2056345,0.06
Sudan,2005,70660.8,5.01,3221,SDN,Lower middle income,Sub-Saharan Africa,15.60867,32.53578,2386128,0.05
Senegal,2005,7661.71,3.58,2106,SEN,Low income,Sub-Saharan Africa,15.0421,-15.0882,262359,0.04
Singapore,2005,2274.45,2.66,61921,SGP,High income,East Asia & Pacific,1.29017,103.852,58858,0.03
Solomon Islands,2005,1443.74,-0.66,1602,SLB,Lower middle income,East Asia & Pacific,-9.5984,160.14834,71192,-0.01
Sierra Leone,2005,2472.49,-9.99,1158,SLE,Low income,Sub-Saharan Africa,8.46502,-11.88553,122570,-0.1
El Salvador,2005,3152.02,0.88,6907,SLV,Lower middle income,Latin America & Caribbean,13.69966,-89.20681,115315,0.01
Somalia,2005,15727.5,-0.2,616,SOM,Low income,Sub-Saharan Africa,3.3303,44.8747,567641,0
Sao Tome and Principe,2005,41.2023,2.08,2321,STP,Lower middle income,Sub-Saharan Africa,0.21658,6.59542,1300,0.02
Suriname,2005,670.266,-31.19,12225,SUR,Upper middle income,Latin America & Caribbean,5.82031,-55.16542,38179,-0.31
Slovenia,2005,2980.19,0.22,26677,SVN,High income,Europe & Central Asia,46.05061,14.5028,117538,0
Sweden,2005,11509.2,-0.34,41184,SWE,High income,Europe & Central Asia,59.33233,18.06293,470129,0
Eswatini,2005,1195.96,-0.44,5618,SWZ,Lower middle income,Sub-Saharan Africa,-26.32604,31.1411,48181,0
Seychelles,2005,21.459,0.45,17803,SYC,High income,Sub-Saharan Africa,-4.62311,55.45364,732,0
Syria,2005,11896,-0.1,5738,SYR,Low income,Middle East & North Africa,33.4993,36.30132,344200,0
Chad,2005,12915.6,-5.62,1803,TCD,Low income,Sub-Saharan Africa,15.5748,18.7182,457336,-0.06
Togo,2005,3731.82,19.79,1211,TGO,Low income,Sub-Saharan Africa,8.4736,1.00643,130390,0.2
Thailand,2005,89549.1,0.99,10901,THA,Upper middle income,East Asia & Pacific,13.75336,100.50483,3688811,0.01
Tajikistan,2005,3885,5.74,1719,TJK,Low income,Europe & Central Asia,38.56791,68.77156,159714,0.06
Turkmenistan,2005,29543.6,2.85,6505,TKM,Upper middle income,Europe & Central Asia,37.95055,58.38555,924698,0.03
Timor-Leste,2005,676.722,0.63,1301,TLS,Lower middle income,East Asia & Pacific,-8.89242,125.7582,20213,0.01
Tonga,2005,58.9654,0.41,5006,TON,Upper middle income,East Asia & Pacific,-21.13369,-175.20361,2348,0
Trinidad and Tobago,2005,11094.3,9.45,25439,TTO,High income,Latin America & Caribbean,10.459,-61.2323,230252,0.09
Tunisia,2005,7248.34,1.57,8707,TUN,Lower middle income,Middle East & North Africa,36.80002,10.1827,210882,0.02
Turkey,2005,64354.9,3.86,15176,TUR,Upper middle income,Europe & Central Asia,39.94292,32.86049,2134964,0.04
Tanzania,2005,33609.9,9.29,1848,TZA,Low income,Sub-Saharan Africa,-6.17349,35.74653,1056588,0.09
Uganda,2005,16840.2,16.7,1217,UGA,Low income,Sub-Saharan Africa,0.32537,32.58701,556449,0.17
Ukraine,2005,70939.1,-4.44,7265,UKR,Lower middle income,Europe & Central Asia,50.45058,30.52428,3869662,-0.04
Uruguay,2005,19751.3,-0.11,12978,URY,High income,Latin America & Caribbean,-34.87417,-56.16293,763890,0
United States,2005,538396,-1.05,49762,USA,High income,North America,38.89037,-100,25000568,-0.01
Uzbekistan,2005,42467.7,3.78,3030,UZB,Lower middle income,Europe & Central Asia,41.32051,69.30666,1389366,0.04
"Venezuela, RB",2005,57906,1.86,14981,VEN,Upper middle income,Latin America & Caribbean,7.1784,-65.2638,1958077,0.02
Vietnam,2005,94344.9,6.7,3485,VNM,Lower middle income,East Asia & Pacific,21.0289,105.85465,3060610,0.07
Vanuatu,2005,257.924,0.19,2610,VUT,Lower middle income,East Asia & Pacific,-17.73418,168.32094,9186,0
Samoa,2005,126.702,0.28,5335,WSM,Upper middle income,East Asia & Pacific,-13.624,-172.4482,4470,0
Yemen,2005,7787.77,13.29,4295,YEM,Low income,Middle East & North Africa,15.35318,44.21954,199326,0.13
South Africa,2005,65389.4,2.18,11133,ZAF,Upper middle income,Sub-Saharan Africa,-25.74587,28.18763,2208620,0.02
Zambia,2005,21191.6,8.39,2620,ZMB,Lower middle income,Sub-Saharan Africa,-15.42555,28.27877,827070,0.08
Zimbabwe,2005,9657.96,1.42,1689,ZWE,Low income,Sub-Saharan Africa,-17.82438,31.05,368583,0.01
Afghanistan,2006,10869.9,1.6,1173,AFG,Low income,South Asia,34.53156,69.12535,418090,0.02
Angola,2006,16603.7,1.5,5445,AGO,Lower middle income,Sub-Saharan Africa,-12.3329,16.8309,768497,0.01
Albania,2006,2485.28,0.33,7476,ALB,Upper middle income,Europe & Central Asia,41.32233,19.82516,100147,0
United Arab Emirates,2006,23928.4,5.09,95637,ARE,High income,Middle East & North Africa,23.4997,54.1571,824537,0.05
Argentina,2006,100025,-0.1,12913,ARG,High income,Latin America & Caribbean,-34.60851,-58.37349,4137984,0
Armenia,2006,3084.15,4.19,6020,ARM,Upper middle income,Europe & Central Asia,40.17334,44.51461,97866,0.04
Antigua and Barbuda,2006,40.1914,1.39,24016,ATG,High income,Latin America & Caribbean,17.0852,-61.8118,1516,0.01
Australia,2006,119085,-2.53,39416,AUS,High income,East Asia & Pacific,-35.30655,149.12656,4907976,-0.03
Austria,2006,8432.23,-0.29,42036,AUT,High income,Europe & Central Asia,48.20255,16.3688,399006,0
Azerbaijan,2006,13077.1,8.05,10711,AZE,Upper middle income,Europe & Central Asia,40.4299,47.4369,459643,0.08
Burundi,2006,2353.09,3.22,704,BDI,Low income,Sub-Saharan Africa,-3.36014,29.36907,79489,0.03
Belgium,2006,9584.15,-0.41,40661,BEL,High income,Europe & Central Asia,50.84839,4.34969,520579,0
Benin,2006,4526.1,3.4,1592,BEN,Low income,Sub-Saharan Africa,6.48771,2.61353,193598,0.03
Burkina Faso,2006,12228.7,4.11,1271,BFA,Low income,Sub-Saharan Africa,11.58778,-2.47413,345405,0.04
Bangladesh,2006,95019.6,0.87,2038,BGD,Lower middle income,South Asia,23.71321,90.39957,3878389,0.01
Bulgaria,2006,12652.3,-0.99,13228,BGR,Upper middle income,Europe & Central Asia,42.69717,23.32435,569442,-0.01
Bahrain,2006,2925.18,5.24,43358,BHR,High income,Middle East & North Africa,26.22954,50.576,83450,0.05
"Bahamas, The",2006,201,2.29,25530,BHS,High income,Latin America & Caribbean,24.6591,-78.006,6464,0.02
Bosnia and Herzegovina,2006,2801.77,5.11,8242,BIH,Upper middle income,Europe & Central Asia,43.85944,18.43576,139892,0.05
Belarus,2006,14442.3,2.82,12010,BLR,Upper middle income,Europe & Central Asia,53.90255,27.5631,657045,0.03
Belize,2006,189.883,1.27,8360,BLZ,Upper middle income,Latin America & Caribbean,17.25414,-88.77046,6931,0.01
Bolivia,2006,19181,-35.73,4716,BOL,Lower middle income,Latin America & Caribbean,-16.4989,-68.13313,906897,-0.36
Brazil,2006,407314,-17.27,12732,BRA,Upper middle income,Latin America & Caribbean,-15.77843,-47.92866,14049996,-0.17
Barbados,2006,101.042,-2.14,15913,BRB,High income,Latin America & Caribbean,13.11202,-59.61269,4667,-0.02
Brunei,2006,4499.68,-1.55,76287,BRN,High income,East Asia & Pacific,4.8919,114.94044,163011,-0.02
Bhutan,2006,1256.19,21.59,4767,BTN,Lower middle income,South Asia,27.4682,89.66189,43578,0.22
Botswana,2006,3850.23,-17.34,12241,BWA,Upper middle income,Sub-Saharan Africa,-24.65527,25.91907,198601,-0.17
Central African Republic,2006,91775.7,256.55,869,CAF,Low income,Sub-Saharan Africa,6.61404,20.65731,1720740,2.57
Canada,2006,107954,-0.52,41012,CAN,High income,North America,45.42179,-75.69119,3779435,-0.01
Switzerland,2006,4945.07,-0.18,52786,CHE,High income,Europe & Central Asia,46.94843,7.44046,227834,0
Chile,2006,18389.4,1.06,17554,CHL,High income,Latin America & Caribbean,-33.43724,-70.65002,614035,0.01
China,2006,1392640,4.88,6360,CHN,Upper middle income,East Asia & Pacific,39.90469,116.40708,45917251,0.05
Cameroon,2006,15852.3,15.71,2547,CMR,Lower middle income,Sub-Saharan Africa,3.86796,11.51695,568560,0.16
Colombia,2006,59691.2,3.37,9759,COL,Upper middle income,Latin America & Caribbean,4.61495,-74.06938,2178243,0.03
Comoros,2006,251.857,2.78,1499,COM,Low income,Sub-Saharan Africa,-11.69219,43.25921,8571,0.03
Cabo Verde,2006,131.823,2.74,4937,CPV,Lower middle income,Sub-Saharan Africa,17.0545,-25.17401,3792,0.03
Costa Rica,2006,2344.76,-3.7,11371,CRI,Upper middle income,Latin America & Caribbean,9.92976,-84.08569,134421,-0.04
Cuba,2006,8880.39,-4.25,15901,CUB,Upper middle income,Latin America & Caribbean,22.0677,-79.4995,474018,-0.04
Cyprus,2006,615.024,-0.4,34528,CYP,High income,Europe & Central Asia,34.8997,32.9066,19955,0
Czech Republic,2006,12005.9,-0.4,27256,CZE,High income,Europe & Central Asia,50.07908,14.43323,682287,0
Germany,2006,60063.7,-2.75,39352,DEU,High income,Europe & Central Asia,52.51607,13.37699,4257031,-0.03
Djibouti,2006,596.296,0.97,2315,DJI,Lower middle income,Middle East & North Africa,11.58766,43.1448,17548,0.01
Dominica,2006,38.8951,0.55,9172,DMA,Upper middle income,Latin America & Caribbean,15.30201,-61.38607,1387,0.01
Denmark,2006,7845.84,-1.39,45437,DNK,High income,Europe & Central Asia,56.3716,9.1073,345797,-0.01
Dominican Republic,2006,6742.77,0.75,9568,DOM,Upper middle income,Latin America & Caribbean,19.0691,-70.886,257328,0.01
Algeria,2006,47475.3,1.58,12088,DZA,Upper middle income,Middle East & North Africa,28.0236,2.3609,1489812,0.02
Ecuador,2006,15134.6,0,8802,ECU,Upper middle income,Latin America & Caribbean,-0.20567,-78.50875,481911,0
Egypt,2006,49735.3,3.7,8990,EGY,Lower middle income,Middle East & North Africa,30.04998,31.24861,1350671,0.04
Eritrea,2006,2677.62,2.45,1272,ERI,Low income,Sub-Saharan Africa,15.33637,38.93661,94128,0.02
Spain,2006,36073.1,-0.67,34206,ESP,High income,Europe & Central Asia,40.42028,-3.70578,1361674,-0.01
Estonia,2006,2221.86,0.43,24047,EST,High income,Europe & Central Asia,58.7038,25.7374,106626,0
Ethiopia,2006,58429.7,10.33,796,ETH,Low income,Sub-Saharan Africa,9.01176,38.75919,1827482,0.1
Finland,2006,9802.92,0.44,40115,FIN,High income,Europe & Central Asia,63.0041,26.0223,418548,0
Fiji,2006,699.988,0.52,7253,FJI,Upper middle income,East Asia & Pacific,-17.8464,177.9148,26244,0.01
France,2006,83231.6,0.39,37001,FRA,High income,Europe & Central Asia,48.85693,2.3412,3541985,0
Gabon,2006,3525.15,-17.98,16059,GAB,Upper middle income,Sub-Saharan Africa,-0.9496,11.2691,140426,-0.18
United Kingdom,2006,63013.5,-2.76,37504,GBR,High income,Europe & Central Asia,51.50643,-0.12721,4334694,-0.03
Georgia,2006,4527.67,2.6,5116,GEO,Lower middle income,Europe & Central Asia,41.69792,44.79859,183747,0.03
Ghana,2006,11069,10.96,2652,GHA,Lower middle income,Sub-Saharan Africa,7.6848,-1.2504,393569,0.11
Guinea,2006,20239.9,100.22,1212,GIN,Low income,Sub-Saharan Africa,9.51201,-13.70529,498429,1
Gambia,2006,765.623,1.49,1521,GMB,Low income,Sub-Saharan Africa,13.52,-15.3748,28022,0.01
Guinea-Bissau,2006,1199.36,12.34,1300,GNB,Low income,Sub-Saharan Africa,11.80284,-14.60059,38862,0.12
Equatorial Guinea,2006,2600.82,2.78,33468,GNQ,Upper middle income,Sub-Saharan Africa,1.63472,10.46976,42323,0.03
Greece,2006,8274.23,0.73,31399,GRC,High income,Europe & Central Asia,37.97615,23.73642,321286,0.01
Grenada,2006,34.3655,1.53,11380,GRD,Upper middle income,Latin America & Caribbean,12.111,-61.6894,1218,0.02
Guatemala,2006,6176.92,-26.5,6658,GTM,Upper middle income,Latin America & Caribbean,14.63173,-90.46745,255750,-0.26
Guyana,2006,1164.88,-11.35,4837,GUY,Upper middle income,Latin America & Caribbean,5.5936,-59.1166,82875,-0.11
Honduras,2006,5181.01,-0.77,4128,HND,Lower middle income,Latin America & Caribbean,14.08191,-87.2054,173026,-0.01
Croatia,2006,4741.54,4.98,20358,HRV,High income,Europe & Central Asia,45.80722,15.96757,169512,0.05
Haiti,2006,4317.27,1.45,1576,HTI,Low income,Latin America & Caribbean,18.54363,-72.33971,160218,0.01
Hungary,2006,7789.31,-1.4,22938,HUN,High income,Europe & Central Asia,47.50623,19.06483,411305,-0.01
Indonesia,2006,515945,67.81,7168,IDN,Lower middle income,East Asia & Pacific,-6.17149,106.82753,10519804,0.68
India,2006,589705,0.86,3514,IND,Lower middle income,South Asia,18,77.21725,22110672,0.01
Ireland,2006,14963.1,0.02,49048,IRL,High income,Europe & Central Asia,53.1437,-7.7786,574419,0
Iran,2006,104671,4.37,15127,IRN,Upper middle income,Middle East & North Africa,35.68878,51.41503,3015914,0.04
Iraq,2006,21332.7,3.27,11271,IRQ,Upper middle income,Middle East & North Africa,33.34209,44.39309,888427,0.03
Iceland,2006,353.287,5.2,39818,ISL,High income,Europe & Central Asia,64.8226,-18.487,14771,0.05
Israel,2006,3716.15,7.64,26908,ISR,High income,Middle East & North Africa,31.70425,35.2063,96404,0.08
Italy,2006,38872.4,-3.17,37761,ITA,High income,Europe & Central Asia,41.90305,12.49581,1849961,-0.03
Jamaica,2006,1314.89,0.89,8954,JAM,Upper middle income,Latin America & Caribbean,18.1938,-77.4411,49088,0.01
Jordan,2006,1954.06,6.67,9818,JOR,Upper middle income,Middle East & North Africa,31.95181,35.94042,46314,0.07
Japan,2006,41940.2,-0.75,34468,JPN,High income,East Asia & Pacific,36.1419,138.3339,2751790,-0.01
Kazakhstan,2006,57613.3,6.02,17109,KAZ,Upper middle income,Europe & Central Asia,51.12892,71.41369,2593672,0.06
Kenya,2006,26382.8,3,2319,KEN,Lower middle income,Sub-Saharan Africa,-1.28352,36.8238,852195,0.03
Cambodia,2006,24196.9,18.17,2136,KHM,Lower middle income,East Asia & Pacific,11.55227,104.87691,738203,0.18
Kiribati,2006,14.5038,2.11,1683,KIR,Lower middle income,East Asia & Pacific,-0.85424,169.5309,452,0.02
South Korea,2006,32483,1.55,26734,KOR,High income,East Asia & Pacific,39.01196,125.78686,1309908,0.02
Kuwait,2006,13198.6,1.95,94642,KWT,High income,Middle East & North Africa,29.37322,47.97143,471490,0.02
Lebanon,2006,1040.91,1.77,12171,LBN,Upper middle income,Middle East & North Africa,34.1736,36.0225,33648,0.02
Liberia,2006,1484.91,12.72,499,LBR,Low income,Sub-Saharan Africa,6.3521,-9.3257,40604,0.13
Libya,2006,17560,6.72,28256,LBY,Upper middle income,Middle East & North Africa,27.0041,17.7308,687184,0.07
Sri Lanka,2006,10361.2,0.67,6223,LKA,Lower middle income,South Asia,6.81157,80.6104,471616,0.01
Lesotho,2006,1207.95,-0.66,1873,LSO,Lower middle income,Sub-Saharan Africa,-29.31618,27.49303,49846,-0.01
Lithuania,2006,5096.41,1.06,19923,LTU,High income,Europe & Central Asia,54.69063,25.26984,239158,0.01
Luxembourg,2006,1070.37,1.62,91810,LUX,High income,Europe & Central Asia,49.6096,6.12969,42809,0.02
Latvia,2006,3164.91,1.93,19367,LVA,High income,Europe & Central Asia,56.94599,24.11487,161763,0.02
Morocco,2006,10883.4,2.66,5725,MAR,Lower middle income,Middle East & North Africa,32.5289,-6.0403,396546,0.03
Moldova,2006,3468.77,-1.98,3487,MDA,Lower middle income,Europe & Central Asia,47.02462,28.83244,134918,-0.02
Madagascar,2006,16887.4,-12.11,1421,MDG,Low income,Sub-Saharan Africa,-18.90428,47.52354,707189,-0.12
Maldives,2006,43.5534,4.56,10157,MDV,Upper middle income,South Asia,4.17525,73.50928,1219,0.05
Mexico,2006,112932,-0.83,15516,MEX,Upper middle income,Latin America & Caribbean,19.43196,-99.13313,4101730,-0.01
Marshall Islands,2006,6.80626,2.21,3333,MHL,Upper middle income,East Asia & Pacific,7.0862,171.84685,211,0.02
Mali,2006,14234.3,4.01,1560,MLI,Low income,Sub-Saharan Africa,12.65032,-8.00004,457743,0.04
Malta,2006,247.165,1.16,25983,MLT,High income,Middle East & North Africa,35.89353,14.51179,7623,0.01
Mongolia,2006,6500.67,3.33,6480,MNG,Lower middle income,East Asia & Pacific,47.9221,106.91772,324010,0.03
Mozambique,2006,7857.2,-42.85,801,MOZ,Low income,Sub-Saharan Africa,-25.97446,32.57323,425605,-0.43
Mauritania,2006,5463.29,1.78,3413,MRT,Lower middle income,Sub-Saharan Africa,18.09194,-15.97248,167771,0.02
Mauritius,2006,280.004,2.47,13188,MUS,Upper middle income,Sub-Saharan Africa,-20.16389,57.4985,9466,0.02
Malawi,2006,4124.78,0.21,604,MWI,Low income,Sub-Saharan Africa,-13.91437,33.78427,154375,0
Malaysia,2006,33523.8,-8.36,18582,MYS,Upper middle income,East Asia & Pacific,3.14777,101.69403,1055241,-0.08
Namibia,2006,4441,-15.43,7696,NAM,Upper middle income,Sub-Saharan Africa,-22.57159,17.09075,164149,-0.15
Niger,2006,6027.77,0.81,804,NER,Low income,Sub-Saharan Africa,13.51633,2.11627,224284,0.01
Nigeria,2006,93048.5,10.29,4353,NGA,Lower middle income,Sub-Saharan Africa,9.0631,7.46179,2945375,0.1
Nicaragua,2006,5978.06,-1.09,3846,NIC,Lower middle income,Latin America & Caribbean,12.11721,-86.24079,210009,-0.01
Netherlands,2006,20875.8,-2.54,44823,NLD,High income,Europe & Central Asia,52.3731,4.89329,1102817,-0.03
Norway,2006,17130.1,-0.91,64573,NOR,High income,Europe & Central Asia,59.9123,10.75,577329,-0.01
Nepal,2006,22547.3,1.03,1741,NPL,Low income,South Asia,27.69335,85.32233,878500,0.01
New Zealand,2006,27816.9,1.09,32281,NZL,High income,East Asia & Pacific,-41.28948,174.77696,1152237,0.01
Oman,2006,15302.9,5.14,42933,OMN,High income,Middle East & North Africa,22.0906,57.0988,411797,0.05
Pakistan,2006,142329,2.64,4076,PAK,Lower middle income,South Asia,33.70768,73.07048,4247209,0.03
Panama,2006,3276.79,1.61,11886,PAN,High income,Latin America & Caribbean,8.4118,-81.1375,123546,0.02
Peru,2006,16722,0.27,7975,PER,Upper middle income,Latin America & Caribbean,-7.4554,-76.4849,634521,0
Philippines,2006,54013.3,1.58,4967,PHL,Lower middle income,East Asia & Pacific,17.0167,121.1449,2006627,0.02
Papua New Guinea,2006,1956.89,2.26,1819,PNG,Lower middle income,East Asia & Pacific,-6.65409,144.3563,112203,0.02
Poland,2006,69934.2,-0.94,17959,POL,High income,Europe & Central Asia,52.22875,21.00625,4187582,-0.01
North Korea,2006,19442,0.73,1461,PRK,Low income,East Asia & Pacific,39.9949,126.4826,814278,0.01
Portugal,2006,12958.7,-5.04,27111,PRT,High income,Europe & Central Asia,40.6867,-7.8904,429349,-0.05
Paraguay,2006,14562.8,-7.82,6180,PRY,Upper middle income,Latin America & Caribbean,-25.29738,-57.62775,601516,-0.08
Qatar,2006,20850.2,10.91,127563,QAT,High income,Middle East & North Africa,25.1724,51.1925,480764,0.11
Romania,2006,26509,2.05,15246,ROU,Upper middle income,Europe & Central Asia,44.4343,26.10296,1412814,0.02
Russia,2006,495215,0.15,19660,RUS,Upper middle income,Europe & Central Asia,55.75697,50,21065036,0
Rwanda,2006,2652.59,5.25,1038,RWA,Low income,Sub-Saharan Africa,-1.94509,30.06404,79026,0.05
Saudi Arabia,2006,54734.3,2.17,39958,SAU,High income,Middle East & North Africa,24.6473,46.71468,2056345,0.02
Sudan,2006,85745.4,21.35,3455,SDN,Lower middle income,Sub-Saharan Africa,15.60867,32.53578,2386128,0.21
Senegal,2006,7723.03,0.8,2099,SEN,Low income,Sub-Saharan Africa,15.0421,-15.0882,262359,0.01
Singapore,2006,2285.02,0.46,65331,SGP,High income,East Asia & Pacific,1.29017,103.852,58858,0
Solomon Islands,2006,1440.34,-0.24,1672,SLB,Lower middle income,East Asia & Pacific,-9.5984,160.14834,71192,0
Sierra Leone,2006,3505.4,41.78,1185,SLE,Low income,Sub-Saharan Africa,8.46502,-11.88553,122570,0.42
El Salvador,2006,3194.83,1.36,7148,SLV,Lower middle income,Latin America & Caribbean,13.69966,-89.20681,115315,0.01
Somalia,2006,15774.8,0.3,615,SOM,Low income,Sub-Saharan Africa,3.3303,44.8747,567641,0
